<<<<<<< HEAD
Year,Actual_PM25,Predicted_PM25
2018.0,97.0,109.57995211155165
2018.0,97.0,109.57995211155165
2019.0,117.0,104.06879673791906
2019.0,84.0,104.06879673791906
2019.0,97.0,104.06879673791906
2019.0,97.0,104.06879673791906
2019.0,97.0,104.06879673791906
2019.0,60.0,104.06879673791906
2019.0,97.0,104.06879673791906
2019.0,173.0,104.06879673791906
2019.0,105.0,104.06879673791906
2019.0,97.0,104.06879673791906
2019.0,90.0,104.06879673791906
2019.0,97.0,104.06879673791906
2019.0,58.0,104.06879673791906
2019.0,158.0,104.06879673791906
2019.0,78.0,104.06879673791906
2019.0,120.0,104.06879673791906
2019.0,93.0,104.06879673791906
2019.0,139.0,104.06879673791906
2019.0,97.0,104.06879673791906
2019.0,97.0,104.06879673791906
2019.0,114.0,104.06879673791906
2019.0,140.0,104.06879673791906
2019.0,97.0,104.06879673791906
2019.0,97.0,104.06879673791906
2019.0,97.0,104.06879673791906
2019.0,97.0,104.06879673791906
2019.0,97.0,104.06879673791906
2019.0,134.0,104.06879673791906
2019.0,97.0,104.06879673791906
2019.0,127.0,104.06879673791906
2019.0,97.0,104.06879673791906
2019.0,97.0,104.06879673791906
2019.0,97.0,104.06879673791906
2019.0,119.0,104.06879673791906
2019.0,97.0,104.06879673791906
2019.0,144.0,104.06879673791906
2019.0,97.0,104.06879673791906
2019.0,112.0,104.06879673791906
2019.0,97.0,104.06879673791906
2019.0,119.0,104.06879673791906
2019.0,145.0,104.06879673791906
2019.0,124.0,104.06879673791906
2019.0,113.0,104.06879673791906
2019.0,97.0,104.06879673791906
2019.0,131.0,104.06879673791906
2019.0,90.0,104.06879673791906
2019.0,127.0,104.06879673791906
2019.0,113.0,104.06879673791906
2020.0,97.0,96.9671227459012
2020.0,64.0,96.9671227459012
2020.0,97.0,96.9671227459012
2020.0,129.0,96.9671227459012
2020.0,63.0,96.9671227459012
2020.0,81.0,96.9671227459012
2020.0,97.0,96.9671227459012
2020.0,97.0,96.9671227459012
2020.0,97.0,96.9671227459012
2020.0,72.0,96.9671227459012
2020.0,89.0,96.9671227459012
2020.0,97.0,96.9671227459012
2020.0,64.0,96.9671227459012
2020.0,97.0,96.9671227459012
2020.0,97.0,96.9671227459012
2020.0,97.0,96.9671227459012
2020.0,97.0,96.9671227459012
2020.0,97.0,96.9671227459012
2020.0,97.0,96.9671227459012
2020.0,136.0,96.9671227459012
2020.0,97.0,96.9671227459012
2020.0,101.0,96.9671227459012
2020.0,97.0,96.9671227459012
2020.0,97.0,96.9671227459012
2020.0,97.0,96.9671227459012
2020.0,99.0,96.9671227459012
2020.0,97.0,96.9671227459012
2020.0,60.0,96.9671227459012
2020.0,110.0,96.9671227459012
2020.0,134.0,96.9671227459012
2020.0,97.0,96.9671227459012
2020.0,98.0,96.9671227459012
2020.0,62.0,96.9671227459012
2020.0,120.0,96.9671227459012
2020.0,97.0,96.9671227459012
2020.0,108.0,96.9671227459012
2020.0,79.0,96.9671227459012
2020.0,97.0,96.9671227459012
2020.0,79.0,96.9671227459012
2020.0,97.0,96.9671227459012
2020.0,97.0,96.9671227459012
2020.0,28.0,96.9671227459012
2020.0,110.0,96.9671227459012
2020.0,112.0,96.9671227459012
2020.0,82.0,96.9671227459012
2020.0,93.0,96.9671227459012
2020.0,97.0,96.9671227459012
2020.0,97.0,96.9671227459012
2020.0,97.0,96.9671227459012
2020.0,97.0,96.9671227459012
2020.0,94.0,96.9671227459012
2020.0,97.0,96.9671227459012
2020.0,65.0,96.9671227459012
2020.0,97.0,96.9671227459012
2020.0,115.0,96.9671227459012
2020.0,97.0,96.9671227459012
2020.0,97.0,96.9671227459012
2020.0,76.0,96.9671227459012
2020.0,62.0,96.9671227459012
2020.0,108.0,96.9671227459012
2020.0,180.0,96.9671227459012
2020.0,106.0,96.9671227459012
2020.0,97.0,96.9671227459012
2020.0,89.0,96.9671227459012
2020.0,97.0,96.9671227459012
2020.0,126.0,96.9671227459012
2020.0,97.0,96.9671227459012
2021.0,25.0,43.6782158648141
2021.0,34.0,43.6782158648141
2021.0,97.0,43.6782158648141
2021.0,32.0,43.6782158648141
2021.0,12.0,43.6782158648141
2021.0,25.0,43.6782158648141
2021.0,97.0,43.6782158648141
2021.0,16.0,43.6782158648141
2021.0,23.0,43.6782158648141
2021.0,31.0,43.6782158648141
2021.0,25.0,43.6782158648141
2021.0,24.0,43.6782158648141
2021.0,8.0,43.6782158648141
2021.0,16.0,43.6782158648141
2021.0,97.0,43.6782158648141
2021.0,97.0,43.6782158648141
2021.0,16.0,43.6782158648141
2021.0,24.0,43.6782158648141
2021.0,97.0,43.6782158648141
2021.0,97.0,43.6782158648141
2021.0,33.0,43.6782158648141
2021.0,15.0,43.6782158648141
2021.0,97.0,43.6782158648141
2021.0,18.0,43.6782158648141
2021.0,24.0,43.6782158648141
2021.0,25.0,43.6782158648141
2021.0,49.0,43.6782158648141
2021.0,37.0,43.6782158648141
2021.0,21.0,43.6782158648141
2021.0,24.0,43.6782158648141
2021.0,97.0,43.6782158648141
2021.0,12.0,43.6782158648141
2021.0,28.0,43.6782158648141
2021.0,25.0,43.6782158648141
2021.0,97.0,43.6782158648141
2021.0,19.0,43.6782158648141
2021.0,23.0,43.6782158648141
2021.0,97.0,43.6782158648141
2021.0,29.0,43.6782158648141
2021.0,35.0,43.6782158648141
2021.0,120.0,43.6782158648141
2021.0,83.0,43.6782158648141
2021.0,32.0,43.6782158648141
2021.0,22.0,43.6782158648141
2021.0,24.0,43.6782158648141
2021.0,19.0,43.6782158648141
2021.0,97.0,43.6782158648141
2021.0,32.0,43.6782158648141
2021.0,39.0,43.6782158648141
2021.0,97.0,43.6782158648141
2021.0,35.0,43.6782158648141
2021.0,97.0,43.6782158648141
2021.0,34.0,43.6782158648141
2021.0,31.0,43.6782158648141
2021.0,25.0,43.6782158648141
2021.0,28.0,43.6782158648141
2021.0,20.0,43.6782158648141
2021.0,24.0,43.6782158648141
2021.0,97.0,43.6782158648141
2021.0,27.0,43.6782158648141
2021.0,97.0,43.6782158648141
2021.0,91.0,43.6782158648141
2021.0,32.0,43.6782158648141
2021.0,99.0,43.6782158648141
2021.0,10.0,43.6782158648141
2021.0,29.0,43.6782158648141
2021.0,31.0,43.6782158648141
2022.0,47.0,103.93201605589556
2022.0,109.0,103.93201605589556
2022.0,73.0,103.93201605589556
2022.0,144.0,103.93201605589556
2022.0,137.0,103.93201605589556
2022.0,61.0,103.93201605589556
2022.0,110.0,103.93201605589556
2022.0,126.0,103.93201605589556
2022.0,51.0,103.93201605589556
2022.0,100.0,103.93201605589556
2022.0,95.0,103.93201605589556
2022.0,103.0,103.93201605589556
2022.0,106.0,103.93201605589556
2022.0,130.0,103.93201605589556
2022.0,138.0,103.93201605589556
2022.0,85.0,103.93201605589556
2022.0,110.0,103.93201605589556
2022.0,93.0,103.93201605589556
2022.0,125.0,103.93201605589556
2022.0,127.0,103.93201605589556
2022.0,79.0,103.93201605589556
2022.0,153.0,103.93201605589556
2022.0,56.0,103.93201605589556
2022.0,140.0,103.93201605589556
2022.0,89.0,103.93201605589556
2022.0,57.0,103.93201605589556
2022.0,99.0,103.93201605589556
2022.0,74.0,103.93201605589556
2022.0,147.0,103.93201605589556
2022.0,128.0,103.93201605589556
2022.0,68.0,103.93201605589556
2022.0,70.0,103.93201605589556
2022.0,158.0,103.93201605589556
2022.0,98.0,103.93201605589556
2022.0,95.0,103.93201605589556
2022.0,66.0,103.93201605589556
2022.0,135.0,103.93201605589556
2022.0,83.0,103.93201605589556
2022.0,81.0,103.93201605589556
2022.0,103.0,103.93201605589556
2022.0,135.0,103.93201605589556
2022.0,126.0,103.93201605589556
2022.0,118.0,103.93201605589556
2022.0,98.0,103.93201605589556
2022.0,120.0,103.93201605589556
2022.0,104.0,103.93201605589556
2022.0,113.0,103.93201605589556
2022.0,123.0,103.93201605589556
2022.0,97.0,103.93201605589556
2022.0,138.0,103.93201605589556
2022.0,72.0,103.93201605589556
2022.0,80.0,103.93201605589556
2022.0,134.0,103.93201605589556
2022.0,120.0,103.93201605589556
2022.0,106.0,103.93201605589556
2022.0,71.0,103.93201605589556
2022.0,136.0,103.93201605589556
2022.0,115.0,103.93201605589556
2022.0,128.0,103.93201605589556
2022.0,60.0,103.93201605589556
2022.0,144.0,103.93201605589556
2022.0,117.0,103.93201605589556
2022.0,72.0,103.93201605589556
2022.0,139.0,103.93201605589556
2022.0,127.0,103.93201605589556
2022.0,123.0,103.93201605589556
2022.0,117.0,103.93201605589556
2022.0,80.0,103.93201605589556
2022.0,72.0,103.93201605589556
2022.0,123.0,103.93201605589556
2022.0,115.0,103.93201605589556
2022.0,106.0,103.93201605589556
2022.0,100.0,103.93201605589556
2022.0,97.0,103.93201605589556
2022.0,86.0,103.93201605589556
2022.0,108.0,103.93201605589556
2022.0,126.0,103.93201605589556
2022.0,87.0,103.93201605589556
2022.0,148.0,103.93201605589556
2023.0,117.0,95.40641681348323
2023.0,130.0,95.40641681348323
2023.0,120.0,95.40641681348323
2023.0,126.0,95.40641681348323
2023.0,77.0,95.40641681348323
2023.0,137.0,95.40641681348323
2023.0,78.0,95.40641681348323
2023.0,53.0,95.40641681348323
2023.0,70.0,95.40641681348323
2023.0,78.0,95.40641681348323
2023.0,58.0,95.40641681348323
2023.0,96.0,95.40641681348323
2023.0,95.0,95.40641681348323
2023.0,95.0,95.40641681348323
2023.0,126.0,95.40641681348323
2023.0,105.0,95.40641681348323
2023.0,105.0,95.40641681348323
2023.0,53.0,95.40641681348323
2023.0,97.0,95.40641681348323
2023.0,68.0,95.40641681348323
2023.0,134.0,95.40641681348323
2023.0,126.0,95.40641681348323
2023.0,109.0,95.40641681348323
2023.0,115.0,95.40641681348323
2023.0,72.0,95.40641681348323
2023.0,119.0,95.40641681348323
2023.0,118.0,95.40641681348323
2023.0,134.0,95.40641681348323
2023.0,132.0,95.40641681348323
2023.0,28.0,95.40641681348323
2023.0,41.0,95.40641681348323
2023.0,68.0,95.40641681348323
2023.0,45.0,95.40641681348323
2023.0,96.0,95.40641681348323
2023.0,143.0,95.40641681348323
2023.0,115.0,95.40641681348323
2023.0,54.0,95.40641681348323
2023.0,84.0,95.40641681348323
2023.0,141.0,95.40641681348323
2023.0,89.0,95.40641681348323
2023.0,145.0,95.40641681348323
2023.0,44.0,95.40641681348323
